algorithm,value,std
sphincsshake256ssimple,182.815829,0.223894
sphincsshake256fsimple,183.068214,0.35121399999999997
sphincsshake192ssimple,184.01780000000002,0.330614
sphincsshake192fsimple,184.06539999999998,0.328283
sphincsshake128ssimple,183.67658600000001,0.268463
sphincsshake128fsimple,183.786771,0.270565
sphincssha2256ssimple,183.074057,0.234119
sphincssha2256fsimple,183.154786,0.275057
sphincssha2192ssimple,184.078143,0.195379
sphincssha2192fsimple,184.12157100000002,0.30201700000000004
sphincssha2128ssimple,183.975271,0.277275
sphincssha2128fsimple,184.032486,0.346913
mldsa87,184.33838599999999,0.307025
mldsa65,184.08620000000002,0.24423499999999998
mldsa44,184.70762900000003,0.31858800000000004
falcon512,183.565014,0.31952499999999995
falcon1024,184.8084,0.337591
RSA,181.738371,0.280844
EC,182.13917099999998,0.262806
