algorithm,value,std
sphincsshake256ssimple,428.920317,1.1119560000000002
sphincsshake256fsimple,430.894507,1.037674
sphincsshake192ssimple,431.86485200000004,0.8840020000000001
sphincsshake192fsimple,432.875061,0.917697
sphincsshake128ssimple,431.908733,1.081881
sphincsshake128fsimple,431.926938,0.965859
sphincssha2256ssimple,432.46556499999997,0.9166559999999999
sphincssha2256fsimple,433.905196,1.03823
sphincssha2192ssimple,433.361663,0.804399
sphincssha2192fsimple,434.815355,1.036527
sphincssha2128ssimple,433.603937,0.8346399999999999
sphincssha2128fsimple,434.011454,1.0686689999999999
mldsa87,434.12057599999997,0.8365290000000001
mldsa65,434.685403,0.999179
mldsa44,435.623605,0.913755
falcon512,433.89743400000003,1.002752
falcon1024,435.21295399999997,0.9312250000000001
RSA,432.175145,0.98164
EC,431.852553,0.845897
