algorithm,value,std
sphincsshake256ssimple,3015.9044608,0.03237683
sphincsshake256fsimple,3015.921488457,0.038647445
sphincsshake192ssimple,3015.89504,0.031779163
sphincsshake192fsimple,3015.899604114,0.037877585
sphincsshake128ssimple,3015.8897152,0.027433418
sphincsshake128fsimple,3015.883688229,0.035489163
sphincssha2256ssimple,3016.2653184,0.027313974
sphincssha2256fsimple,3016.255312457,0.035336363
sphincssha2192ssimple,3016.223071086,0.035134916
sphincssha2192fsimple,3016.238635886,0.036538228
sphincssha2128ssimple,3015.939042743,0.039824899
sphincssha2128fsimple,3015.957240686,0.034421883
mldsa87,3016.386735543,0.030274094
mldsa65,3016.333546057,0.032271805
mldsa44,3016.324008229,0.031218997
falcon512,3016.484688457,0.024563064
falcon1024,3016.548878629,0.037475203
RSA,1011.580284343,0.057401782
EC,1011.693860571,0.053784451
