algorithm,value,std
sphincsshake256ssimple,3015.774149486,0.061297387
sphincsshake256fsimple,3015.977428114,0.052723939
sphincsshake192ssimple,3015.751855543,0.062984619
sphincsshake192fsimple,3015.789714286,0.071921366
sphincsshake128ssimple,3015.736641829,0.059450703
sphincsshake128fsimple,3015.7631488,0.066856012
sphincssha2256ssimple,3015.986439314,0.02410932
sphincssha2256fsimple,3016.020085029,0.028223087
sphincssha2192ssimple,3015.973215086,0.015174053
sphincssha2192fsimple,3015.991120457,0.011822157
sphincssha2128ssimple,3015.693633829,0.022453629
sphincssha2128fsimple,3015.704517486,0.018640108
mldsa87,3016.236061257,0.023775583
mldsa65,3016.225411657,0.022785687
mldsa44,3016.220613486,0.020096234
falcon512,3016.263797029,0.055882479
falcon1024,3016.279186286,0.065410317
RSA,1011.607493486,0.01713467
EC,1011.615802514,0.035631357
