algorithm,value,std
sphincsshake256ssimple,3015.976901486,0.046423595
sphincsshake256fsimple,3016.045421714,0.085136297
sphincsshake192ssimple,3015.968709486,0.038529853
sphincsshake192fsimple,3015.962038857,0.034666823
sphincsshake128ssimple,3015.955075657,0.022742997
sphincsshake128fsimple,3015.965140114,0.032216536
sphincssha2256ssimple,3016.200074971,0.021561836
sphincssha2256fsimple,3016.217921829,0.020411252
sphincssha2192ssimple,3016.204873143,0.013034139
sphincssha2192fsimple,3016.213767314,0.024492239
sphincssha2128ssimple,3015.935297829,0.020847164
sphincssha2128fsimple,3015.928744229,0.033187459
mldsa87,3016.496040229,0.021552499
mldsa65,3016.474565486,0.02852761
mldsa44,3016.474858057,0.023105874
falcon512,3016.496040229,0.029248479
falcon1024,3016.721788343,0.033055516
RSA,1011.637277257,0.058976293
EC,1011.822299429,0.048835975
