algorithm,value,std
sphincsshake256ssimple,26.477899999999998,0.054102
sphincsshake256fsimple,27.617342999999998,0.056169
sphincsshake192ssimple,26.054313999999998,0.049328
sphincsshake192fsimple,27.506314,0.055811
sphincsshake128ssimple,25.7518,0.050073
sphincsshake128fsimple,26.788329,0.057540999999999995
sphincssha2256ssimple,26.890957,0.050591
sphincssha2256fsimple,27.584343,0.061443
sphincssha2192ssimple,26.533014,0.053801
sphincssha2192fsimple,27.462929,0.057617
sphincssha2128ssimple,26.107729,0.057533
sphincssha2128fsimple,26.681671,0.054545
mldsa87,25.540843,0.058133
mldsa65,25.486143,0.043157
mldsa44,25.497614,0.05234
falcon512,25.4886,0.051248999999999996
falcon1024,25.582029,0.053127
RSA,24.438443,0.047358000000000004
EC,24.584286,0.049587
