algorithm,value,std
sphincsshake256ssimple,39.685207771,0.03987821
sphincsshake256fsimple,39.718268343,0.043619944
sphincsshake192ssimple,39.668823771,0.044473022
sphincsshake192fsimple,39.679473371,0.020152931
sphincsshake128ssimple,39.6455936,0.023203507
sphincsshake128fsimple,39.6587008,0.026993366
sphincssha2256ssimple,39.672100571,0.017061153
sphincssha2256fsimple,39.746706286,0.065772625
sphincssha2192ssimple,39.679882971,0.055445726
sphincssha2192fsimple,39.688192,0.027470166
sphincssha2128ssimple,39.662153143,0.045841296
sphincssha2128fsimple,39.673973029,0.041962654
mldsa87,39.625991314,0.028313954
mldsa65,39.617214171,0.034978667
mldsa44,39.6005376,0.052022215
falcon512,39.639976229,0.027595317
falcon1024,39.656184686,0.038147896
RSA,19.204096,0.039857344
EC,19.176945371,0.00599564
