algorithm,value,std
sphincsshake256ssimple,9.933151086,0.016527957
sphincsshake256fsimple,9.937188571,0.007088357
sphincsshake192ssimple,9.939997257,0.004092182
sphincsshake192fsimple,9.935725714,0.005881879
sphincsshake128ssimple,9.937481143,0.009720102
sphincsshake128fsimple,9.930049829,0.016905817
sphincssha2256ssimple,10.023029029,0.015133789
sphincssha2256fsimple,10.011911314,0.013093518
sphincssha2192ssimple,10.011501714,0.019722697
sphincssha2192fsimple,10.014076343,0.013479525
sphincssha2128ssimple,10.007113143,0.024578827
sphincssha2128fsimple,10.010858057,0.013645359
mldsa87,9.831160686,0.078940109
mldsa65,9.745437257,0.014234909
mldsa44,9.743447771,0.012001126
falcon512,10.001963886,0.00533565
falcon1024,10.188039314,0.01254343
RSA,9.213893486,0.002585169
EC,9.276971886,0.086447536
