algorithm,value,std
sphincsshake256ssimple,14.611157,0.33629899999999996
sphincsshake256fsimple,24.262472,0.337864
sphincsshake192ssimple,10.932771,0.459559
sphincsshake192fsimple,23.724115,0.410417
sphincsshake128ssimple,8.988058,0.354917
sphincsshake128fsimple,17.170543,0.377163
sphincssha2256ssimple,25.014986,0.390305
sphincssha2256fsimple,38.636228,0.365782
sphincssha2192ssimple,20.069957,0.441984
sphincssha2192fsimple,37.478485,0.391498
sphincssha2128ssimple,17.689172,0.391966
sphincssha2128fsimple,29.372614,0.49043899999999996
mldsa87,6.559371,0.390583
mldsa65,6.0739,0.39853
mldsa44,5.477043,0.398137
falcon512,5.4078,0.423813
falcon1024,5.382971,0.471592
RSA,3.417486,0.47330799999999995
EC,3.9949149999999998,0.36974799999999997
