algorithm,value,std
sphincsshake256ssimple,200.916757943,0.097213387
sphincsshake256fsimple,201.029983086,0.058129384
sphincsshake192ssimple,200.847008914,0.064484053
sphincsshake192fsimple,200.860174628,0.068921993
sphincsshake128ssimple,200.863041829,0.059793909
sphincsshake128fsimple,200.8506368,0.051868381
sphincssha2256ssimple,201.077028571,0.039855951
sphincssha2256fsimple,201.089492115,0.044155015
sphincssha2192ssimple,201.086976,0.044825788
sphincssha2192fsimple,201.074044342,0.041468211
sphincssha2128ssimple,200.8096768,0.034383941
sphincssha2128fsimple,200.812719543,0.036500665
mldsa87,201.338997029,0.028630174
mldsa65,201.337007543,0.042302072
mldsa44,201.331858286,0.040116944
falcon512,201.430747429,0.091144197
falcon1024,201.574517028,0.036728584
RSA,0.249973028,0.074603951
EC,0.228205714,0.055314229
