algorithm,value,std
sphincsshake256ssimple,1.866757,0.060745999999999994
sphincsshake256fsimple,2.8981139999999996,0.07666899999999999
sphincsshake192ssimple,1.472214,0.075472
sphincsshake192fsimple,2.8449,0.084773
sphincsshake128ssimple,1.300386,0.082775
sphincsshake128fsimple,2.319143,0.077984
sphincssha2256ssimple,2.391943,0.075244
sphincssha2256fsimple,3.001757,0.082666
sphincssha2192ssimple,2.178714,0.078101
sphincssha2192fsimple,3.0089,0.082964
sphincssha2128ssimple,1.925114,0.076486
sphincssha2128fsimple,2.4549860000000003,0.07409500000000001
mldsa87,0.907314,0.080419
mldsa65,0.853528,0.075339
mldsa44,0.881142,0.073902
falcon512,0.8894569999999999,0.071409
falcon1024,0.9404,0.078092
RSA,0.538128,0.07285900000000001
EC,0.681443,0.068796
