algorithm,value,std
sphincsshake256ssimple,10.242984229,0.005120721
sphincsshake256fsimple,10.275927771,0.019910166
sphincsshake192ssimple,10.228999314,0.014620123
sphincsshake192fsimple,10.249537829,0.006304031
sphincsshake128ssimple,10.215716571,0.010161254
sphincsshake128fsimple,10.225488457,0.00556508
sphincssha2256ssimple,10.5029632,0.005152841
sphincssha2256fsimple,10.516597029,0.033090835
sphincssha2192ssimple,10.4730624,0.029048179
sphincssha2192fsimple,10.503723886,0.017986921
sphincssha2128ssimple,10.203253029,0.020544857
sphincssha2128fsimple,10.221392457,0.01480428
mldsa87,10.518703543,0.029499079
mldsa65,10.495005257,0.011172523
mldsa44,10.509750857,0.045259454
falcon512,10.741233371,0.010602725
falcon1024,10.749834971,0.014167033
RSA,9.688912457,0.019521868
EC,9.691838171,0.028760664
