algorithm,value,std
sphincsshake256ssimple,8.180355657,0.023726646
sphincsshake256fsimple,8.172807314,0.015397734
sphincsshake192ssimple,8.171637029,0.012138115
sphincsshake192fsimple,8.178307657,0.018942834
sphincsshake128ssimple,8.173450971,0.017006197
sphincsshake128fsimple,8.174153143,0.017364359
sphincssha2256ssimple,8.178015086,0.018834796
sphincssha2256fsimple,8.168009143,0.00684276
sphincssha2192ssimple,8.1678336,0.006397016
sphincssha2192fsimple,8.1686528,0.008142879
sphincssha2128ssimple,8.1739776,0.017158195
sphincssha2128fsimple,8.175147886,0.019594684
mldsa87,8.174621257,0.022111976
mldsa65,8.170817829,0.012493485
mldsa44,8.171754057,0.014066518
falcon512,8.170934857,0.01325488
falcon1024,8.1723392,0.01690407
RSA,8.170993371,0.01278113
EC,8.176552229,0.022393183
