algorithm,value,std
sphincsshake256ssimple,10.511447771,0.04680519
sphincsshake256fsimple,10.518176914,0.053175999
sphincsshake192ssimple,10.499393829,0.044656074
sphincsshake192fsimple,10.510921143,0.049143519
sphincsshake128ssimple,10.495356343,0.040798726
sphincsshake128fsimple,10.485994057,0.037636751
sphincssha2256ssimple,10.717359543,0.026496391
sphincssha2256fsimple,10.735264914,0.020812611
sphincssha2192ssimple,10.719817143,0.017128208
sphincssha2192fsimple,10.724205714,0.012988173
sphincssha2128ssimple,10.385700571,0.075218661
sphincssha2128fsimple,10.385232457,0.074800871
mldsa87,11.007122286,0.030019596
mldsa65,10.779735771,0.043989267
mldsa44,10.7700224,0.043395081
falcon512,10.998520686,0.006248688
falcon1024,11.01824,0.027534263
RSA,9.935140571,0.026559504
EC,9.939821714,0.005083617
