algorithm,value,std
sphincsshake256ssimple,10.0614144,0.005464301
sphincsshake256fsimple,10.0909056,0.006015017
sphincsshake192ssimple,10.051935086,0.007757298
sphincsshake192fsimple,10.084410514,0.005600234
sphincsshake128ssimple,10.043333486,0.00674279
sphincsshake128fsimple,10.078208,0.004868977
sphincssha2256ssimple,10.293716114,0.049253518
sphincssha2256fsimple,10.436315429,0.005721726
sphincssha2192ssimple,10.255857371,0.004294304
sphincssha2192fsimple,10.421160229,0.008344082
sphincssha2128ssimple,9.985696914,0.005390057
sphincssha2128fsimple,10.129056914,0.044498008
mldsa87,10.489212343,0.022441605
mldsa65,10.488393143,0.020319517
mldsa44,10.468088686,0.035623174
falcon512,10.493893486,0.015077797
falcon1024,10.5406464,0.00941809
RSA,9.519747657,0.005385222
EC,9.709802057,0.026163482
