algorithm,value,std
sphincsshake256ssimple,224.437036,0.630888
sphincsshake256fsimple,225.40321999999998,0.502557
sphincsshake192ssimple,225.034709,0.5821580000000001
sphincsshake192fsimple,225.886088,0.714012
sphincsshake128ssimple,224.64952,0.591144
sphincsshake128fsimple,225.079358,0.590241
sphincssha2256ssimple,224.545873,0.524004
sphincssha2256fsimple,225.680756,0.5957020000000001
sphincssha2192ssimple,225.43148,0.784847
sphincssha2192fsimple,225.995843,0.6444909999999999
sphincssha2128ssimple,225.069875,0.607012
sphincssha2128fsimple,225.371366,0.459513
mldsa87,224.793715,0.508932
mldsa65,224.623349,0.640485
mldsa44,224.864281,0.595089
falcon512,224.012768,0.690978
falcon1024,225.411942,0.558099
RSA,222.086656,0.501839
EC,221.90527600000001,0.5715129999999999
