algorithm,value,std
sphincsshake256ssimple,108.763018971,0.053463194
sphincsshake256fsimple,108.756933486,0.056211258
sphincsshake192ssimple,108.748331886,0.053507843
sphincsshake192fsimple,108.758337829,0.044108223
sphincsshake128ssimple,108.747922286,0.056631006
sphincsshake128fsimple,108.7643648,0.050674799
sphincssha2256ssimple,108.773902629,0.047649537
sphincssha2256fsimple,108.766061714,0.046950273
sphincssha2192ssimple,108.757928229,0.056559166
sphincssha2192fsimple,108.740608,0.050873057
sphincssha2128ssimple,108.769806629,0.049638938
sphincssha2128fsimple,108.757635657,0.047315221
mldsa87,108.761965714,0.050910767
mldsa65,108.7582208,0.053620452
mldsa44,108.741778286,0.058299168
falcon512,108.754709943,0.050689363
falcon1024,108.746166857,0.054589742
RSA,108.7561728,0.05570333
EC,108.756348343,0.055908267
