algorithm,value,std
sphincsshake256ssimple,109.628386743,0.020001722
sphincsshake256fsimple,109.629322971,0.023086071
sphincsshake192ssimple,109.634296686,0.025596549
sphincsshake192fsimple,109.636110629,0.032132383
sphincsshake128ssimple,109.647696457,0.04680916
sphincsshake128fsimple,109.635115886,0.032651241
sphincssha2256ssimple,109.6290304,0.023557097
sphincssha2256fsimple,109.628562286,0.023482072
sphincssha2192ssimple,109.640031086,0.035513455
sphincssha2192fsimple,109.638802286,0.036074893
sphincssha2128ssimple,109.630727314,0.026977083
sphincssha2128fsimple,109.639387429,0.039309549
mldsa87,109.6065024,0.033707303
mldsa65,109.616683886,0.013603547
mldsa44,109.606619429,0.025938878
falcon512,109.595092114,0.038903675
falcon1024,109.620721371,0.013520692
RSA,109.344299886,0.021800314
EC,109.3632,0.025278312
