algorithm,value,std
sphincsshake256ssimple,0.265537829,0.015817252
sphincsshake256fsimple,0.275017143,0.029668799
sphincsshake192ssimple,0.262670629,0.006664027
sphincsshake192fsimple,0.272618057,0.01969732
sphincsshake128ssimple,0.269399771,0.012393831
sphincsshake128fsimple,0.272384,0.020272281
sphincssha2256ssimple,0.512643658,0.037021914
sphincssha2256fsimple,0.505738972,0.041858599
sphincssha2192ssimple,0.523527314,0.022546302
sphincssha2192fsimple,0.518904686,0.0197996
sphincssha2128ssimple,0.0925696,0.095935533
sphincssha2128fsimple,0.098655086,0.102153094
mldsa87,0.538389942,0.023450987
mldsa65,0.534410972,0.024118972
mldsa44,0.531368229,0.016651595
falcon512,0.793102629,0.017537034
falcon1024,0.7888896,0.00937595
RSA,0.136981943,0.107552836
EC,0.0069632,0.013822527
