algorithm,value,std
sphincsshake256ssimple,201.827006172,0.079067723
sphincsshake256fsimple,201.850704457,0.078241163
sphincsshake192ssimple,201.837012114,0.076305739
sphincsshake192fsimple,201.815069257,0.06587355
sphincsshake128ssimple,201.785285485,0.080522155
sphincsshake128fsimple,201.790844343,0.073684738
sphincssha2256ssimple,202.154101028,0.071035762
sphincssha2256fsimple,202.171713829,0.069938885
sphincssha2192ssimple,202.151936,0.071263143
sphincssha2192fsimple,202.192837486,0.068029075
sphincssha2128ssimple,201.860827428,0.074340702
sphincssha2128fsimple,201.875690057,0.074006242
mldsa87,202.277566172,0.079620641
mldsa65,202.2227968,0.072780357
mldsa44,202.249479314,0.0798961
falcon512,202.378152228,0.070541314
falcon1024,202.467620572,0.07365989
RSA,1.0637312,0.079364208
EC,1.203521828,0.076902671
